sale_key,order_id,product_key,customer_key,location_key,order_date,ship_mode,ship_date,sales
2250,CA-2016-116092,615,595,26,2016-02-15,Second Class,2016-02-18,11.52
2251,CA-2016-116092,1285,595,26,2016-02-15,Second Class,2016-02-18,541.44
2252,CA-2016-116092,1232,595,26,2016-02-15,Second Class,2016-02-18,19.44
2253,CA-2017-117849,137,452,189,2017-04-15,Second Class,2017-04-17,143.7
2254,CA-2016-169201,337,429,95,2016-09-28,First Class,2016-10-01,43.26
2255,CA-2016-169201,1113,429,95,2016-09-28,First Class,2016-10-01,43.56
2256,CA-2017-164091,1286,157,371,2017-09-17,Standard Class,2017-09-22,437.85
2257,CA-2017-164091,860,157,371,2017-09-17,Standard Class,2017-09-22,109.48
2258,CA-2018-105214,378,60,35,2018-06-16,First Class,2018-06-19,1212.96
2259,CA-2018-105214,1287,60,35,2018-06-16,First Class,2018-06-19,18.54
2260,CA-2016-117611,660,596,143,2016-11-08,Second Class,2016-11-10,5.0
2261,CA-2016-117611,696,596,143,2016-11-08,Second Class,2016-11-10,371.97
2262,US-2016-137960,578,597,46,2016-12-18,Same Day,2016-12-18,166.24
2263,CA-2018-122994,575,598,102,2018-02-06,First Class,2018-02-09,359.97
2264,CA-2017-131065,1288,212,149,2017-11-14,Second Class,2017-11-16,499.98
2265,CA-2017-131065,219,212,149,2017-11-14,Second Class,2017-11-16,5.28
2266,CA-2017-131065,926,212,149,2017-11-14,Second Class,2017-11-16,8.26
2267,CA-2018-149146,1289,599,234,2018-10-12,Same Day,2018-10-12,7.968
2268,CA-2018-137470,1290,600,61,2018-09-17,Same Day,2018-09-17,12.96
2269,CA-2018-105480,1291,159,145,2018-12-20,Standard Class,2018-12-26,6.48
2270,CA-2018-105480,45,159,145,2018-12-20,Standard Class,2018-12-26,6.984
2271,CA-2018-164917,370,150,124,2018-12-02,Standard Class,2018-12-07,47.96
2272,CA-2016-102036,1292,80,60,2016-09-21,Standard Class,2016-09-27,199.74
2273,CA-2016-142944,1293,140,35,2016-03-06,Standard Class,2016-03-11,435.26
2274,CA-2016-142944,1294,140,35,2016-03-06,Standard Class,2016-03-11,1119.984
2275,CA-2015-157882,1295,154,2,2015-10-03,Second Class,2015-10-08,143.432
2276,CA-2015-157882,24,154,2,2015-10-03,Second Class,2015-10-08,122.352
2277,CA-2015-104283,855,216,372,2015-06-27,Standard Class,2015-07-01,306.2
2278,CA-2015-104283,978,216,372,2015-06-27,Standard Class,2015-07-01,85.98
2279,CA-2015-104283,202,216,372,2015-06-27,Standard Class,2015-07-01,223.96
2280,CA-2018-142622,1226,601,61,2018-10-30,First Class,2018-11-02,97.568
2281,CA-2018-142622,993,601,61,2018-10-30,First Class,2018-11-02,614.272
2282,CA-2018-142622,900,601,61,2018-10-30,First Class,2018-11-02,199.98
2283,CA-2017-132143,321,525,264,2017-09-03,First Class,2017-09-05,48.16
2284,CA-2016-153108,180,228,373,2016-03-05,Standard Class,2016-03-09,23.92
2285,CA-2016-153108,1296,228,373,2016-03-05,Standard Class,2016-03-09,60.69
2286,CA-2017-112676,1297,602,109,2017-05-05,First Class,2017-05-08,14.352
2287,CA-2018-165687,1298,395,270,2018-11-17,Standard Class,2018-11-23,35.04
2288,US-2018-112928,1299,122,214,2018-06-01,Second Class,2018-06-05,17.48
2289,CA-2018-143343,837,573,4,2018-06-10,First Class,2018-06-13,16.4
2290,CA-2018-115154,1300,603,61,2018-01-08,First Class,2018-01-11,892.98
2291,CA-2016-149342,665,379,113,2016-04-20,Standard Class,2016-04-25,287.97
2292,CA-2016-149342,1072,379,113,2016-04-20,Standard Class,2016-04-25,595.38
2293,CA-2016-149342,779,379,113,2016-04-20,Standard Class,2016-04-25,12.96
2294,CA-2016-130995,501,426,30,2016-11-01,Standard Class,2016-11-06,4.95
2295,CA-2018-127929,72,525,264,2018-12-23,Standard Class,2018-12-27,181.95
2296,CA-2016-113145,939,105,165,2016-11-01,Standard Class,2016-11-05,13.52
2297,CA-2016-113145,690,105,165,2016-11-01,Standard Class,2016-11-05,259.7
2298,CA-2016-113145,1301,105,165,2016-11-01,Standard Class,2016-11-05,42.95
2299,CA-2016-113145,652,105,165,2016-11-01,Standard Class,2016-11-05,1399.93
2300,CA-2016-113145,479,105,165,2016-11-01,Standard Class,2016-11-05,503.96
2301,CA-2015-162362,16,146,374,2015-11-14,Standard Class,2015-11-18,12.72
2302,CA-2015-162362,615,146,374,2015-11-14,Standard Class,2015-11-18,11.52
2303,CA-2017-106558,553,394,113,2017-01-17,Standard Class,2017-01-21,316.0
2304,CA-2018-157931,324,247,236,2018-09-17,Second Class,2018-09-22,723.92
2305,CA-2018-157931,259,247,236,2018-09-17,Second Class,2018-09-22,106.32
2306,CA-2017-115574,714,131,37,2017-12-23,First Class,2017-12-24,141.372
2307,CA-2016-160794,753,100,17,2016-08-06,First Class,2016-08-08,27.216
2308,CA-2018-116225,476,604,30,2018-11-05,Standard Class,2018-11-09,390.75
2309,US-2018-120418,655,605,345,2018-06-11,First Class,2018-06-12,280.792
2310,US-2018-120418,81,605,345,2018-06-11,First Class,2018-06-12,68.448
2311,US-2018-120418,667,605,345,2018-06-11,First Class,2018-06-12,88.04
2312,US-2018-120418,1042,605,345,2018-06-11,First Class,2018-06-12,15.872
2313,US-2018-120418,436,605,345,2018-06-11,First Class,2018-06-12,215.592
2314,CA-2018-122035,677,606,375,2018-07-20,Standard Class,2018-07-25,14.62
2315,CA-2018-122035,78,606,375,2018-07-20,Standard Class,2018-07-25,416.32
2316,CA-2018-122035,481,606,375,2018-07-20,Standard Class,2018-07-25,43.0
2317,CA-2018-122035,1226,606,375,2018-07-20,Standard Class,2018-07-25,182.94
2318,CA-2018-122035,845,606,375,2018-07-20,Standard Class,2018-07-25,60.83
2319,CA-2018-122035,1302,606,375,2018-07-20,Standard Class,2018-07-25,389.97
2320,CA-2016-117828,536,215,196,2016-12-23,First Class,2016-12-26,194.32
2321,CA-2018-165491,1303,305,61,2018-03-20,Standard Class,2018-03-24,265.93
2322,CA-2016-109470,352,347,1,2016-12-31,Second Class,2017-01-03,94.74
2323,CA-2016-109470,281,347,1,2016-12-31,Second Class,2017-01-03,60.64
2324,CA-2016-109470,786,347,1,2016-12-31,Second Class,2017-01-03,76.3
2325,CA-2016-109470,1000,347,1,2016-12-31,Second Class,2017-01-03,364.8
2326,CA-2016-105102,1198,607,46,2016-09-15,Second Class,2016-09-19,79.872
2327,CA-2016-105102,267,607,46,2016-09-15,Second Class,2016-09-19,46.384
2328,CA-2016-105102,13,607,46,2016-09-15,Second Class,2016-09-19,12.96
2329,CA-2018-138422,1304,608,376,2018-09-23,First Class,2018-09-26,14.352
2330,US-2016-147739,1305,252,12,2016-12-25,Standard Class,2016-12-29,547.136
2331,CA-2017-155187,194,157,26,2017-09-24,Second Class,2017-09-26,41.96
2332,CA-2017-155187,1306,157,26,2017-09-24,Second Class,2017-09-26,41.7
2333,CA-2018-169285,418,356,377,2018-03-21,Standard Class,2018-03-25,277.4
2334,CA-2018-169285,610,356,377,2018-03-21,Standard Class,2018-03-25,5.78
2335,CA-2015-140886,337,609,378,2015-09-30,Standard Class,2015-10-04,69.216
2336,CA-2018-152695,136,418,70,2018-12-10,Same Day,2018-12-10,10.86
2337,CA-2018-152695,1307,418,70,2018-12-10,Same Day,2018-12-10,426.79
2338,CA-2015-110639,1308,303,30,2015-08-23,Same Day,2015-08-23,25.92
2339,CA-2015-110639,497,303,30,2015-08-23,Same Day,2015-08-23,45.92
2340,CA-2015-121727,88,601,48,2015-08-19,Standard Class,2015-08-24,10.72
2341,CA-2017-137736,880,291,167,2017-11-10,Standard Class,2017-11-15,41.86
2342,US-2015-143231,1309,40,118,2015-12-31,First Class,2016-01-03,63.2
2343,US-2015-143231,1303,40,118,2015-12-31,First Class,2016-01-03,113.97
2344,US-2015-155894,233,489,37,2015-07-26,Second Class,2015-07-30,123.552
2345,CA-2017-119025,1310,392,202,2017-02-22,Standard Class,2017-02-28,490.32
2346,CA-2017-159373,162,300,66,2017-03-13,Standard Class,2017-03-18,70.08
2347,CA-2017-159373,1311,300,66,2017-03-13,Standard Class,2017-03-18,1.272
2348,CA-2017-159373,899,300,66,2017-03-13,Standard Class,2017-03-18,557.585
2349,CA-2018-109701,621,88,4,2018-12-02,Same Day,2018-12-03,9.024
2350,CA-2018-109701,1312,88,4,2018-12-02,Same Day,2018-12-03,69.456
2351,CA-2018-109701,363,88,4,2018-12-02,Same Day,2018-12-03,10.86
2352,CA-2018-109701,1277,88,4,2018-12-02,Same Day,2018-12-03,79.47
2353,CA-2018-109701,60,88,4,2018-12-02,Same Day,2018-12-03,10.08
2354,CA-2016-111514,38,610,35,2016-08-31,First Class,2016-09-02,1552.831
2355,CA-2016-111514,142,610,35,2016-08-31,First Class,2016-09-02,137.24
2356,CA-2016-111514,1313,610,35,2016-08-31,First Class,2016-09-02,36.51
2357,CA-2016-111514,1314,610,35,2016-08-31,First Class,2016-09-02,239.976
2358,US-2015-148838,216,292,24,2015-03-17,Standard Class,2015-03-21,1579.746
2359,US-2015-148838,1300,292,24,2015-03-17,Standard Class,2015-03-21,1071.576
2360,US-2015-148838,1169,292,24,2015-03-17,Standard Class,2015-03-21,613.908
2361,US-2015-148838,1315,292,24,2015-03-17,Standard Class,2015-03-21,34.86
2362,US-2015-148838,1316,292,24,2015-03-17,Standard Class,2015-03-21,155.04
2363,CA-2018-136497,1317,168,48,2018-04-16,Standard Class,2018-04-20,13.71
2364,US-2017-108637,442,145,181,2017-03-13,Standard Class,2017-03-18,127.88
2365,US-2017-108637,1318,145,181,2017-03-13,Standard Class,2017-03-18,160.32
2366,US-2017-108637,1024,145,181,2017-03-13,Standard Class,2017-03-18,46.0
2367,CA-2015-102295,1319,553,379,2015-11-24,Second Class,2015-11-26,120.712
2368,CA-2018-123659,1011,439,235,2018-02-10,First Class,2018-02-13,23.12
2369,US-2017-129469,1320,127,323,2017-09-23,Standard Class,2017-09-27,532.704
2370,US-2017-129469,1321,127,323,2017-09-23,Standard Class,2017-09-27,4.912
2371,CA-2018-155152,726,173,123,2018-07-07,Second Class,2018-07-09,252.0
2372,CA-2017-159940,1156,293,174,2017-07-07,Second Class,2017-07-11,60.288
2373,CA-2017-159940,1322,293,174,2017-07-07,Second Class,2017-07-11,2.632
2374,CA-2017-159940,1129,293,174,2017-07-07,Second Class,2017-07-11,23.688
2375,CA-2017-159940,324,293,174,2017-07-07,Second Class,2017-07-11,253.372
2376,CA-2018-119669,970,237,269,2018-01-24,Standard Class,2018-01-30,5.67
2377,US-2015-164616,1243,475,48,2015-08-19,Second Class,2015-08-21,76.776
2378,US-2015-164616,1323,475,48,2015-08-19,Second Class,2015-08-21,9.184
2379,CA-2016-148628,1255,455,380,2016-12-06,Standard Class,2016-12-11,32.75
2380,CA-2017-118052,486,535,204,2017-05-06,Standard Class,2017-05-10,7.216
2381,CA-2017-118052,1324,535,204,2017-05-06,Standard Class,2017-05-10,49.568
2382,CA-2017-118052,29,535,204,2017-05-06,Standard Class,2017-05-10,54.712
2383,US-2018-117534,1325,611,253,2018-03-25,First Class,2018-03-26,176.04
2384,US-2018-117534,1326,611,253,2018-03-25,First Class,2018-03-26,16.02
2385,US-2018-117534,921,611,253,2018-03-25,First Class,2018-03-26,185.92
2386,US-2018-117534,1327,611,253,2018-03-25,First Class,2018-03-26,211.168
2387,US-2018-117534,1328,611,253,2018-03-25,First Class,2018-03-26,479.984
2388,CA-2016-145065,1329,590,189,2016-12-12,First Class,2016-12-15,7.86
2389,CA-2016-145065,1330,590,189,2016-12-12,First Class,2016-12-15,24.448
2390,US-2016-127040,1331,612,30,2016-12-06,Standard Class,2016-12-10,6.48
2391,US-2016-127040,1332,612,30,2016-12-06,Standard Class,2016-12-10,41.86
2392,US-2016-127040,1333,612,30,2016-12-06,Standard Class,2016-12-10,1619.91
2393,US-2016-127040,1147,612,30,2016-12-06,Standard Class,2016-12-10,113.92
2394,CA-2017-128111,398,395,381,2017-03-17,Standard Class,2017-03-23,39.68
2395,CA-2016-137897,1203,602,46,2016-11-14,Standard Class,2016-11-19,37.6
2396,CA-2016-137897,539,602,46,2016-11-14,Standard Class,2016-11-19,59.9
2397,CA-2016-137897,957,602,46,2016-11-14,Standard Class,2016-11-19,37.0
2398,CA-2018-169264,746,414,10,2018-08-14,Second Class,2018-08-16,5.76
2399,CA-2018-169264,22,414,10,2018-08-14,Second Class,2018-08-16,16.68
2400,CA-2018-147361,436,116,329,2018-09-09,Standard Class,2018-09-15,628.81
2401,CA-2018-147361,1012,116,329,2018-09-09,Standard Class,2018-09-15,56.45
2402,CA-2018-145877,954,549,334,2018-04-01,Second Class,2018-04-04,94.2
2403,CA-2018-145877,153,549,334,2018-04-01,Second Class,2018-04-04,28.4
2404,US-2017-110170,1334,448,144,2017-09-27,Standard Class,2017-10-03,956.6648
2405,CA-2018-108574,696,208,63,2018-10-07,Standard Class,2018-10-11,1115.91
2406,CA-2018-108574,462,208,63,2018-10-07,Standard Class,2018-10-11,128.744
2407,CA-2018-108574,313,208,63,2018-10-07,Standard Class,2018-10-11,79.92
2408,CA-2018-144589,1160,613,35,2018-01-20,Standard Class,2018-01-25,24.2
2409,CA-2018-144589,1335,613,35,2018-01-20,Standard Class,2018-01-25,359.976
2410,CA-2018-155985,1093,337,35,2018-03-23,First Class,2018-03-25,211.84
2411,CA-2015-162684,1054,358,75,2015-08-01,Standard Class,2015-08-06,5.68
2412,CA-2016-142041,621,614,2,2016-06-07,Second Class,2016-06-09,7.52
2413,CA-2015-151295,359,351,63,2015-11-12,Standard Class,2015-11-16,11.96
2414,CA-2015-151295,737,351,63,2015-11-12,Standard Class,2015-11-16,629.064
2415,CA-2017-156300,1319,181,202,2017-12-29,Standard Class,2018-01-02,754.45
2416,CA-2016-146087,416,453,382,2016-07-06,Standard Class,2016-07-11,301.96
2417,CA-2018-168655,1201,615,383,2018-10-12,Standard Class,2018-10-18,595.0
2418,CA-2018-168655,1198,615,383,2018-10-12,Standard Class,2018-10-18,79.872
2419,CA-2017-107202,1336,19,384,2017-05-21,Standard Class,2017-05-28,2396.4
2420,CA-2018-159597,968,566,385,2018-11-09,Standard Class,2018-11-14,63.56
2421,CA-2018-159597,1337,566,385,2018-11-09,Standard Class,2018-11-14,99.99
2422,CA-2017-155551,83,616,386,2017-04-18,Standard Class,2017-04-23,230.376
2423,CA-2017-155551,671,616,386,2017-04-18,Standard Class,2017-04-23,9.664
2424,US-2018-147669,722,604,323,2018-12-25,Standard Class,2018-12-30,158.928
2425,US-2018-147669,1312,604,323,2018-12-25,Standard Class,2018-12-30,13.023
2426,US-2018-147669,1338,604,323,2018-12-25,Standard Class,2018-12-30,273.06
2427,US-2018-147669,1229,604,323,2018-12-25,Standard Class,2018-12-30,39.312
2428,CA-2017-169922,1339,90,175,2017-06-11,Standard Class,2017-06-17,1.344
2429,CA-2017-169922,1340,90,175,2017-06-11,Standard Class,2017-06-17,8.272
2430,CA-2017-169922,1074,90,175,2017-06-11,Standard Class,2017-06-17,12.544
2431,CA-2018-100748,3,177,95,2018-05-13,Standard Class,2018-05-20,58.48
2432,CA-2018-129805,346,448,6,2018-12-28,Standard Class,2019-01-02,7.4
2433,CA-2015-148586,1341,617,30,2015-03-25,Standard Class,2015-04-01,366.786
2434,US-2018-112613,1260,102,33,2018-05-28,Standard Class,2018-06-01,54.368
2435,CA-2016-154746,619,602,29,2016-11-14,First Class,2016-11-17,33.96
2436,CA-2016-154746,1342,602,29,2016-11-14,First Class,2016-11-17,826.11
2437,CA-2018-140053,72,245,215,2018-07-03,Standard Class,2018-07-10,545.85
2438,CA-2015-164210,1343,618,128,2015-11-18,Second Class,2015-11-20,145.98
2439,CA-2015-164210,863,618,128,2015-11-18,Second Class,2015-11-20,35.808
2440,CA-2018-139948,628,518,86,2018-07-17,Standard Class,2018-07-22,7.904
2441,CA-2017-146934,303,579,387,2017-05-22,Standard Class,2017-05-27,345.0
2442,CA-2017-146934,210,579,387,2017-05-22,Standard Class,2017-05-27,174.286
2443,CA-2017-146934,191,579,387,2017-05-22,Standard Class,2017-05-27,662.84
2444,CA-2017-146934,453,579,387,2017-05-22,Standard Class,2017-05-27,95.1
2445,CA-2017-146934,1344,579,387,2017-05-22,Standard Class,2017-05-27,26.88
2446,CA-2017-146934,958,579,387,2017-05-22,Standard Class,2017-05-27,257.98
2447,CA-2016-100573,756,563,26,2016-09-25,Standard Class,2016-10-01,17.48
2448,CA-2017-119165,1154,218,106,2017-10-31,Standard Class,2017-11-06,492.835
2449,CA-2016-128027,436,201,388,2016-09-14,Second Class,2016-09-17,269.49
2450,CA-2017-140207,1345,38,59,2017-11-05,Standard Class,2017-11-10,29.12
2451,CA-2018-140949,1346,592,165,2018-03-17,Second Class,2018-03-22,18.75
2452,CA-2018-140949,425,592,165,2018-03-17,Second Class,2018-03-22,119.7
2453,CA-2018-140949,537,592,165,2018-03-17,Second Class,2018-03-22,9.144
2454,CA-2018-140949,453,592,165,2018-03-17,Second Class,2018-03-22,57.06
2455,CA-2018-140949,1045,592,165,2018-03-17,Second Class,2018-03-22,71.6
2456,CA-2018-140949,1032,592,165,2018-03-17,Second Class,2018-03-22,107.44
2457,CA-2018-140949,677,592,165,2018-03-17,Second Class,2018-03-22,7.31
2458,CA-2018-140949,33,592,165,2018-03-17,Second Class,2018-03-22,59.1
2459,CA-2018-140949,171,592,165,2018-03-17,Second Class,2018-03-22,46.53
2460,CA-2018-138548,415,507,171,2018-08-15,Standard Class,2018-08-21,97.84
2461,CA-2016-142419,844,619,61,2016-07-11,Second Class,2016-07-13,29.97
2462,CA-2016-142419,801,619,61,2016-07-11,Second Class,2016-07-13,98.352
2463,CA-2018-148691,302,428,30,2018-12-03,Standard Class,2018-12-09,83.92
2464,CA-2018-148691,1317,428,30,2018-12-03,Standard Class,2018-12-09,14.624
2465,CA-2018-148691,820,428,30,2018-12-03,Standard Class,2018-12-09,136.99
2466,CA-2018-148691,396,428,30,2018-12-03,Standard Class,2018-12-09,3.15
2467,CA-2018-128755,1347,178,389,2018-05-04,Standard Class,2018-05-08,9.11
2468,CA-2018-128755,385,178,389,2018-05-04,Standard Class,2018-05-08,571.44
2469,CA-2018-128755,1348,178,389,2018-05-04,Standard Class,2018-05-08,32.4
2470,CA-2018-128755,1037,178,389,2018-05-04,Standard Class,2018-05-08,16.91
2471,US-2017-135923,1349,620,306,2017-01-22,Standard Class,2017-01-28,14.272
2472,US-2017-135923,1249,620,306,2017-01-22,Standard Class,2017-01-28,451.136
2473,US-2017-135923,1267,620,306,2017-01-22,Standard Class,2017-01-28,64.864
2474,CA-2017-114972,1350,419,4,2017-11-03,First Class,2017-11-06,217.584
2475,CA-2017-114972,1351,419,4,2017-11-03,First Class,2017-11-06,82.95
2476,CA-2017-114972,1352,419,4,2017-11-03,First Class,2017-11-06,87.71
2477,CA-2017-114972,1342,419,4,2017-11-03,First Class,2017-11-06,1101.48
2478,CA-2018-102750,595,621,2,2018-09-04,Second Class,2018-09-08,1322.352
2479,CA-2015-145212,7,420,165,2015-09-13,Standard Class,2015-09-19,5.46
2480,CA-2018-141992,1353,384,78,2018-06-19,Standard Class,2018-06-25,11.184
2481,CA-2018-141992,83,384,78,2018-06-19,Standard Class,2018-06-25,153.584
2482,CA-2018-147956,750,118,60,2018-12-24,Standard Class,2018-12-31,1003.62
2483,CA-2018-126067,1354,608,60,2018-08-28,Standard Class,2018-09-03,35.168
2484,CA-2018-126067,343,608,60,2018-08-28,Standard Class,2018-09-03,1137.75
2485,CA-2018-126067,445,608,60,2018-08-28,Standard Class,2018-09-03,99.68
2486,CA-2018-126067,450,608,60,2018-08-28,Standard Class,2018-09-03,5.56
2487,CA-2016-104514,1355,119,285,2016-01-02,Second Class,2016-01-04,85.52
2488,CA-2016-104514,1356,119,285,2016-01-02,Second Class,2016-01-04,9.84
2489,CA-2016-104514,1284,119,285,2016-01-02,Second Class,2016-01-04,20.04
2490,CA-2016-141040,1357,622,24,2016-10-09,Second Class,2016-10-13,631.96
2491,CA-2016-141040,1358,622,24,2016-10-09,Second Class,2016-10-13,23.92
2492,CA-2015-113579,1112,45,14,2015-12-13,Second Class,2015-12-15,90.24
2493,CA-2015-144624,1149,623,390,2015-11-19,Standard Class,2015-11-23,4548.81
2494,CA-2017-146206,839,410,15,2017-09-10,Second Class,2017-09-14,300.93
2495,CA-2017-146206,1150,410,15,2017-09-10,Second Class,2017-09-14,719.96
2496,CA-2015-136644,406,624,391,2015-06-16,Standard Class,2015-06-22,647.84
2497,CA-2016-122371,81,355,89,2016-09-26,Standard Class,2016-10-01,64.17
2498,CA-2016-122371,634,355,89,2016-09-26,Standard Class,2016-10-01,124.46
2499,CA-2017-126935,1225,388,10,2017-05-19,Standard Class,2017-05-24,9.584
2500,US-2018-133781,1359,420,328,2018-06-22,First Class,2018-06-23,37.608
2501,CA-2018-131618,828,625,301,2018-06-17,First Class,2018-06-20,12.224
2502,CA-2018-131618,615,625,301,2018-06-17,First Class,2018-06-20,2.304
2503,CA-2018-131618,674,625,301,2018-06-17,First Class,2018-06-20,9.36
2504,CA-2017-149482,1239,626,95,2017-11-14,Standard Class,2017-11-19,7.38
2505,CA-2015-143917,231,108,35,2015-07-25,Second Class,2015-07-27,53.72
2506,CA-2015-143917,1360,108,35,2015-07-25,Second Class,2015-07-27,8187.65
2507,CA-2015-143917,222,108,35,2015-07-25,Second Class,2015-07-27,77.92
2508,CA-2016-120397,1361,580,33,2016-07-02,Same Day,2016-07-02,32.784
2509,CA-2018-163902,1362,200,63,2018-03-02,Standard Class,2018-03-08,196.776
2510,CA-2018-163902,915,200,63,2018-03-02,Standard Class,2018-03-08,479.94
2511,CA-2017-136812,1363,586,336,2017-11-18,Standard Class,2017-11-23,1117.92
2512,CA-2016-102722,937,609,69,2016-04-18,First Class,2016-04-19,106.5
2513,CA-2018-155089,472,627,86,2018-12-02,Standard Class,2018-12-06,45.66
2514,CA-2017-124506,1049,180,37,2017-11-11,Standard Class,2017-11-17,95.968
2515,CA-2017-124506,878,180,37,2017-11-11,Standard Class,2017-11-17,47.992
2516,CA-2015-106572,547,414,392,2015-09-05,Standard Class,2015-09-10,264.32
2517,CA-2015-128888,971,288,15,2015-11-15,Standard Class,2015-11-22,604.656
2518,CA-2018-123134,785,62,74,2018-05-02,Standard Class,2018-05-07,129.93
2519,CA-2017-124352,1364,523,336,2017-10-15,Standard Class,2017-10-21,20.16
2520,CA-2017-124352,608,523,336,2017-10-15,Standard Class,2017-10-21,29.46
2521,CA-2017-124352,1365,523,336,2017-10-15,Standard Class,2017-10-21,868.59
2522,CA-2017-124352,90,523,336,2017-10-15,Standard Class,2017-10-21,12.96
2523,CA-2017-124352,896,523,336,2017-10-15,Standard Class,2017-10-21,5.5
2524,CA-2017-124352,1000,523,336,2017-10-15,Standard Class,2017-10-21,121.6
2525,CA-2016-124541,513,628,17,2016-04-06,Standard Class,2016-04-10,42.048
2526,CA-2016-124541,1366,628,17,2016-04-06,Standard Class,2016-04-10,25.488
2527,CA-2016-124541,1024,628,17,2016-04-06,Standard Class,2016-04-10,6.9
2528,CA-2016-124541,1233,628,17,2016-04-06,Standard Class,2016-04-10,9.648
2529,CA-2016-124541,1051,628,17,2016-04-06,Standard Class,2016-04-10,7.968
2530,CA-2015-108707,740,627,3,2015-10-24,Standard Class,2015-10-29,10.368
2531,CA-2015-111500,1139,138,366,2015-08-17,Standard Class,2015-08-21,114.2
2532,CA-2015-111500,1367,138,366,2015-08-17,Standard Class,2015-08-21,17.96
2533,CA-2015-111500,1089,138,366,2015-08-17,Standard Class,2015-08-21,12.67
2534,CA-2015-111500,107,138,366,2015-08-17,Standard Class,2015-08-21,339.96
2535,US-2018-117723,459,394,75,2018-08-15,Second Class,2018-08-18,1801.632
2536,CA-2016-143238,104,629,393,2016-09-06,First Class,2016-09-08,46.32
2537,CA-2016-168746,71,278,178,2016-01-27,Second Class,2016-01-29,181.986
2538,CA-2016-168746,1150,278,178,2016-01-27,Second Class,2016-01-29,431.976
2539,CA-2016-168746,1368,278,178,2016-01-27,Second Class,2016-01-29,155.37
2540,CA-2016-113404,300,614,35,2016-07-16,Same Day,2016-07-16,1348.704
2541,CA-2016-113404,285,614,35,2016-07-16,Same Day,2016-07-16,700.152
2542,CA-2017-144792,562,630,58,2017-04-30,Standard Class,2017-05-04,111.888
2543,CA-2015-164385,811,631,64,2015-09-26,Second Class,2015-10-01,143.952
2544,US-2017-114174,1369,400,381,2017-09-08,Standard Class,2017-09-14,173.94
2545,US-2017-114174,1239,400,381,2017-09-08,Standard Class,2017-09-14,14.76
2546,CA-2018-108070,233,33,59,2018-04-16,Standard Class,2018-04-20,205.92
2547,CA-2018-108070,431,33,59,2018-04-16,Standard Class,2018-04-20,102.833
2548,US-2016-128090,827,623,52,2016-08-16,Standard Class,2016-08-22,2.304
2549,US-2016-128090,1148,623,52,2016-08-16,Standard Class,2016-08-22,1879.96
2550,US-2016-128090,1185,623,52,2016-08-16,Standard Class,2016-08-22,313.024
2551,US-2016-128090,817,623,52,2016-08-16,Standard Class,2016-08-22,5.04
2552,CA-2018-101042,1370,456,1,2018-11-19,Standard Class,2018-11-23,821.88
2553,CA-2018-101042,1046,456,1,2018-11-19,Standard Class,2018-11-23,21.96
2554,CA-2017-155439,816,44,38,2017-09-14,Standard Class,2017-09-18,25.92
2555,CA-2017-118626,1371,548,394,2017-08-15,Standard Class,2017-08-20,705.544
2556,CA-2016-111458,1372,59,46,2016-09-26,Standard Class,2016-09-30,50.0
2557,US-2017-126844,1373,309,33,2017-10-08,Standard Class,2017-10-14,51.712
2558,US-2016-112508,1299,131,249,2016-03-24,Standard Class,2016-03-30,6.992
2559,CA-2016-147788,1374,613,13,2016-05-31,Standard Class,2016-06-04,1406.86
2560,CA-2016-147788,366,613,13,2016-05-31,Standard Class,2016-06-04,15.75
2561,CA-2016-147788,766,613,13,2016-05-31,Standard Class,2016-06-04,323.1
2562,CA-2016-144288,1187,94,395,2016-12-25,Standard Class,2016-12-31,9.216
2563,CA-2016-144288,1291,94,395,2016-12-25,Standard Class,2016-12-31,10.368
2564,CA-2016-110632,1375,404,30,2016-03-17,Second Class,2016-03-22,15.02
2565,CA-2016-110632,1037,404,30,2016-03-17,Second Class,2016-03-22,33.82
2566,CA-2018-109589,937,632,317,2018-12-21,First Class,2018-12-24,71.0
2567,CA-2018-123967,1376,228,396,2018-11-01,Second Class,2018-11-03,25.12
2568,CA-2018-123967,1235,228,396,2018-11-01,Second Class,2018-11-03,2665.62
2569,CA-2018-148929,43,408,165,2018-09-07,Standard Class,2018-09-11,478.08
2570,CA-2018-134404,820,113,56,2018-12-27,Same Day,2018-12-27,164.388
2571,CA-2018-134404,155,113,56,2018-12-27,Same Day,2018-12-27,13.248
2572,CA-2018-109778,854,92,397,2018-07-16,Standard Class,2018-07-21,2.912
2573,CA-2017-155845,1288,633,296,2017-08-12,Second Class,2017-08-15,1399.944
2574,CA-2018-145128,794,599,377,2018-07-09,Standard Class,2018-07-14,526.45
2575,CA-2015-129091,898,20,113,2015-11-22,Standard Class,2015-11-27,16.23
2576,CA-2015-129091,670,20,113,2015-11-22,Standard Class,2015-11-27,319.9
2577,CA-2015-129091,153,20,113,2015-11-22,Standard Class,2015-11-27,11.36
2578,CA-2015-129091,1377,20,113,2015-11-22,Standard Class,2015-11-27,675.12
2579,US-2015-155502,1378,175,213,2015-01-26,Standard Class,2015-01-31,62.82
2580,US-2015-155502,855,175,213,2015-01-26,Standard Class,2015-01-31,489.92
2581,US-2015-155502,935,175,213,2015-01-26,Standard Class,2015-01-31,19.44
2582,US-2015-155502,1306,175,213,2015-01-26,Standard Class,2015-01-31,16.68
